Name,Team,position,playerid,IP,ERA,WHIP,SV,W,K,marginal_total_points,dollar_value,status,auction_value,NFBC_ADP,salary
Garrett Crochet,CHW,pitcher,27463,65,3.55,1.26,0,4,80,0.53,0.3800000000000001,,0.5797638433881029,560.85,NA
Tyler Rogers,SFG,pitcher,15541,69,4.04,1.34,7,4,48,0.52,0.3500000000000001,,0.5339930136469369,558.92,NA
Kwang Hyun Kim,NA,pitcher,27458,107.5,4.49,1.38,0,7,82,0.5,0.31000000000000016,,0.47296524065871565,619.08,NA
J.A. Happ,NA,pitcher,7410,128,4.96,1.38,0,7,103,0.5,0.31000000000000016,,0.47296524065871565,719.15,NA
Collin McHugh,NA,pitcher,7531,64,3.68,1.18,0,4,70,0.48,0.28000000000000014,drafted,0.42719441091754956,555.15,1
Emilio Pagán,SDP,pitcher,14771,62,4.4,1.22,5,3,67,0.48,0.28000000000000014,,0.42719441091754956,639.31,NA
A.J. Puk,OAK,pitcher,19343,70,3.92,1.33,3,4,72,0.47,0.2500000000000001,,0.38142358117638353,577.46,NA
Ross Stripling,TOR,pitcher,13273,95,4.66,1.32,0,6,86,0.46,0.2500000000000001,,0.38142358117638353,582.08,NA
Matthew Boyd,NA,pitcher,15440,77.5,4.34,1.25,0,5,78,0.46,0.23000000000000007,,0.3509096946822728,702.46,NA
Tyler Alexander,DET,pitcher,17735,111.5,4.66,1.35,0,6,91,0.45,0.22000000000000006,,0.33565275143521744,603.62,NA
Josh Staumont,KCR,pitcher,18335,64.5,3.99,1.35,5,3,74,0.44,0.20000000000000015,,0.3051388649411069,445.62,NA
Tim Mayza,TOR,pitcher,15042,61.5,3.66,1.26,2,4,65,0.4,0.14000000000000007,,0.21359720545877478,NA,NA
Drew Smyly,NA,pitcher,11760,110.5,4.85,1.38,0,6,103,0.34,0.030000000000000054,,0.045770829741166086,601.69,NA
Carlos Hernández,KCR,pitcher,22713,120.5,4.68,1.42,0,6,106,0.31,-0.0399999999999999,,-0.06102777298822118,377.15,NA
Yonny Chirinos,TBR,pitcher,16401,83,4.24,1.27,0,5,71,0.3,-0.05999999999999994,,-0.09154165948233192,NA,NA
Matt Manning,DET,pitcher,20369,132,4.81,1.42,0,7,101,0.28,-0.08999999999999997,,-0.13731248922349795,NA,NA
Zach Thompson,PIT,pitcher,16094,122.5,4.72,1.4,0,6,101,0.27,-0.10999999999999999,,-0.16782637571760867,NA,NA
Ryne Stanek,HOU,pitcher,15947,68.5,4.11,1.31,1,4,83,0.27,-0.10999999999999999,,-0.16782637571760867,706.08,NA
Michael Wacha,BOS,pitcher,14078,110,4.88,1.37,0,6,99,0.27,-0.10999999999999999,,-0.16782637571760867,468.15,NA
Brad Hand,NA,pitcher,9111,62.5,4.14,1.28,3,4,66,0.27,-0.12,,-0.183083318964664,501.85,NA
Daniel Bard,COL,pitcher,7115,62.5,4.76,1.47,8,4,69,0.25,-0.14,,-0.2135972054587747,616.85,NA
Kendall Graveman,CHW,pitcher,15514,60,3.7,1.27,2,4,63,0.25,-0.15000000000000005,,-0.2288541487058301,577.15,NA
Matt Wisler,TBR,pitcher,12804,60,3.92,1.19,2,3,68,0.24,-0.16000000000000006,,-0.24411109195288544,741.46,NA
Alex Vesia,LAD,pitcher,25007,58.5,4.05,1.3,2,4,75,0.23,-0.18000000000000008,,-0.2746249784469961,688.54,NA
Tanner Scott,BAL,pitcher,17586,59,3.69,1.35,2,4,73,0.21,-0.22,,-0.3356527514352174,724.31,NA
Codi Heuer,CHC,pitcher,23293,66.5,4.2,1.35,5,4,59,0.2,-0.23,,-0.35090969468227273,506.92,NA
Ian Kennedy,NA,pitcher,6986,60,4.35,1.27,5,3,64,0.19,-0.25000000000000006,drafted,-0.3814235811763835,304.38,1
Génesis Cabrera,STL,pitcher,17490,65,3.8,1.31,1,4,74,0.19,-0.26,,-0.3966805244234387,722.31,NA
Jesús Luzardo,MIA,pitcher,19959,92,4.39,1.37,0,5,90,0.18,-0.26,,-0.3966805244234387,293.46,NA
Andrew Chafin,NA,pitcher,12988,66,3.84,1.27,3,3,64,0.17,-0.28,,-0.4271944109175494,700.69,NA
A.J. Minter,ATL,pitcher,18655,60.5,3.75,1.28,1,4,68,0.1,-0.41000000000000003,,-0.6255346731292688,746.15,NA
Mike Mayers,LAA,pitcher,15451,64.5,4.02,1.26,2,3,73,0.1,-0.41000000000000003,,-0.6255346731292688,663.92,NA
Dakota Hudson,STL,pitcher,19206,112,4.41,1.44,0,7,80,0.09,-0.44000000000000006,,-0.6713055028704348,NA,NA
Nate Pearson,TOR,pitcher,20160,75.5,4.35,1.34,0,5,82,0.08,-0.45999999999999996,drafted,-0.7018193893645454,462.38,6
Mike Soroka,ATL,pitcher,18383,85.5,4.36,1.34,0,6,68,0.06,-0.49,,-0.7475902191057113,588.92,NA
Trevor Rosenthal,NA,pitcher,10745,55.5,3.91,1.35,4,3,70,0.05,-0.5,,-0.7628471623527667,460.62,NA
Aaron Loup,LAA,pitcher,10343,60.5,3.65,1.26,1,4,60,0.02,-0.57,,-0.869645765082154,681.77,NA
Glenn Otto,TEX,pitcher,21366,86.5,4.52,1.35,0,5,85,0.01,-0.58,,-0.8849027083292094,NA,NA
Luke Jackson,ATL,pitcher,11752,65,3.86,1.34,3,3,70,0.01,-0.59,,-0.9001596515762647,674.46,NA
Art Warren,CIN,pitcher,18251,51.5,3.69,1.25,1,4,65,0,-0.6,,-0.91541659482332,470.38,NA
Yimi García,TOR,pitcher,12095,60,4.29,1.24,2,4,63,-0.02,-0.63,,-0.9611874245644861,626.54,NA
Rich Hill,BOS,pitcher,4806,110,4.93,1.39,0,6,96,-0.03,-0.6599999999999999,,-1.006958254305652,414.62,NA
Taylor Hearn,TEX,pitcher,18325,116.5,4.87,1.44,0,6,107,-0.05,-0.7,,-1.0679860272938733,584,NA
Jake Cousins,MIL,pitcher,21620,58.5,3.68,1.27,1,3,72,-0.07,-0.73,,-1.1137568570350393,NA,NA
Adam Ottavino,NA,pitcher,1247,65.5,4.17,1.38,2,4,77,-0.07,-0.73,,-1.1137568570350393,721.23,NA
Mychal Givens,NA,pitcher,10430,63.5,4.39,1.34,4,3,72,-0.09,-0.7699999999999999,,-1.1747846300232607,689.54,NA
Bruce Zimmermann,BAL,pitcher,20370,121,4.84,1.43,0,6,101,-0.13,-0.8499999999999999,,-1.2968401759997032,698.46,NA
Spencer Howard,TEX,pitcher,23252,99.5,4.79,1.38,0,5,95,-0.14,-0.8599999999999999,,-1.3120971192467585,563,NA
Tyler Duffey,MIN,pitcher,13758,65.5,4.13,1.32,3,3,68,-0.15,-0.8699999999999999,,-1.3273540624938138,634.46,NA
Heath Hembree,NA,pitcher,11632,55.5,4.45,1.3,4,3,67,-0.17,-0.9099999999999999,,-1.3883818354820354,NA,NA
JT Chargois,TBR,pitcher,13767,61,3.76,1.3,2,3,65,-0.18,-0.9299999999999999,,-1.418895721976146,NA,NA
Trevor Richards,TOR,pitcher,19309,57.5,4.1,1.25,1,4,63,-0.2,-0.9599999999999999,,-1.4646665517173119,705.54,NA
Justin Steele,CHC,pitcher,17312,93.5,4.52,1.42,0,5,90,-0.26,-1.0799999999999998,,-1.647749870681976,NA,NA
Matt Brash,SEA,pitcher,sa3010616,75,4.21,1.34,0,4,78,-0.27,-1.0899999999999999,,-1.6630068139290313,NA,NA
Trevor Williams,NYM,pitcher,16977,81.5,4.36,1.3,0,4,73,-0.28,-1.0999999999999999,,-1.6782637571760866,742.85,NA
Chris Archer,NA,pitcher,6345,88.5,4.74,1.38,0,5,86,-0.34,-1.2300000000000002,,-1.8766040193878064,735.31,NA
Alex Colomé,NA,pitcher,6661,65.5,4.18,1.36,3,4,57,-0.35,-1.2300000000000002,,-1.8766040193878064,445.31,NA
Reiver Sanmartin,CIN,pitcher,19754,84.5,4.46,1.36,0,5,73,-0.35,-1.2400000000000002,,-1.891860962634862,NA,NA
Nick Sandlin,CLE,pitcher,20517,58,3.82,1.31,1,3,71,-0.35,-1.2500000000000002,,-1.9071179058819172,NA,NA
Caleb Thielbar,MIN,pitcher,10078,62.5,4.08,1.27,1,3,68,-0.39,-1.3,,-1.9834026221171936,749.23,NA
Jake Brentz,KCR,pitcher,17783,57.5,3.91,1.38,3,3,66,-0.39,-1.3100000000000003,,-1.9986595653642492,NA,NA
Phil Bickford,LAD,pitcher,18519,54,4.06,1.28,1,4,61,-0.39,-1.3200000000000003,,-2.0139165086113047,747.31,NA
Richard Bleier,MIA,pitcher,7803,62,3.56,1.25,2,3,45,-0.4,-1.3300000000000003,,-2.0291734518583597,NA,NA
Joely Rodríguez,NYY,pitcher,11487,55.5,3.65,1.3,2,3,58,-0.4,-1.3400000000000003,,-2.0444303951054152,NA,NA
Craig Stammen,SDP,pitcher,7274,60,3.87,1.23,0,4,54,-0.42,-1.3600000000000003,,-2.074944281599526,738.08,NA
Mitch Keller,PIT,pitcher,17594,109,4.82,1.46,0,6,96,-0.42,-1.3600000000000003,,-2.074944281599526,525.23,NA
Deolis Guerra,OAK,pitcher,8410,63,4.33,1.29,3,3,60,-0.42,-1.3600000000000003,,-2.074944281599526,NA,NA
Jordan Hicks,STL,pitcher,19618,58,3.78,1.38,3,3,61,-0.45,-1.4100000000000004,,-2.151228997834803,553.62,NA
Richard Rodríguez,NA,pitcher,13549,62.5,4.65,1.29,3,4,55,-0.45,-1.4200000000000004,,-2.166485941081858,556.23,NA
Kyle Freeland,COL,pitcher,16256,155,5.23,1.5,0,8,121,-0.45,-1.4200000000000004,,-2.166485941081858,588.15,NA
Brent Suter,MIL,pitcher,13942,67,4.12,1.31,1,4,59,-0.46,-1.4400000000000004,,-2.1969998275759686,646.62,NA
Brooks Raley,TBR,pitcher,10061,50,3.63,1.26,2,3,54,-0.46,-1.4500000000000004,,-2.212256770823024,721.15,NA
Josh Sborz,TEX,pitcher,18323,60.5,4.11,1.34,2,3,69,-0.47,-1.4500000000000004,,-2.212256770823024,745.15,NA
Michael Lorenzen,LAA,pitcher,14843,93.5,4.52,1.41,0,5,80,-0.49,-1.5000000000000004,,-2.2885414870583007,555.54,NA
Keegan Akin,BAL,pitcher,19362,106,4.87,1.42,0,5,96,-0.5,-1.5200000000000005,,-2.3190553735524118,725.15,NA
Robert Suarez,SDP,pitcher,sa869798,54.5,3.65,1.21,2,2,55,-0.51,-1.5400000000000005,drafted,-2.3495692600465223,NA,1
Connor Brogdon,PHI,pitcher,21205,60.5,4.32,1.29,1,4,61,-0.52,-1.5500000000000005,,-2.3648262032935774,742.38,NA
David Peterson,NYM,pitcher,20302,75.5,4.17,1.36,0,4,71,-0.54,-1.5900000000000005,,-2.425853976281799,569,NA
David Robertson,NA,pitcher,8241,59,3.97,1.3,1,3,66,-0.54,-1.5900000000000005,,-2.425853976281799,746.54,NA
Daulton Jefferies,OAK,pitcher,19345,73.5,4.32,1.26,0,4,58,-0.55,-1.6100000000000005,,-2.4563678627759096,647.15,NA
Anthony Bass,MIA,pitcher,7982,62.5,4.13,1.34,3,3,58,-0.56,-1.6200000000000006,,-2.471624806022965,741,NA
Hansel Robles,NA,pitcher,11801,65.5,4.34,1.35,2,3,71,-0.57,-1.6500000000000006,,-2.517395635764131,736.23,NA
Amir Garrett,CIN,pitcher,14375,59.5,4.39,1.4,3,3,72,-0.59,-1.6700000000000006,,-2.5479095222582417,696.08,NA
Tommy Kahnle,LAD,pitcher,11384,48,3.64,1.2,0,3,60,-0.59,-1.6800000000000006,,-2.5631664655052973,749.77,NA
Randy Dobnak,MIN,pitcher,23798,115,4.73,1.45,0,7,73,-0.6,-1.7000000000000006,,-2.593680351999408,702.77,NA
Joe Ross,WSN,pitcher,12972,83,4.75,1.37,0,5,75,-0.62,-1.7200000000000006,,-2.6241942384935184,717.08,NA
Dillon Peters,PIT,pitcher,18790,94,4.65,1.4,0,5,78,-0.62,-1.7300000000000004,,-2.6394511817405735,708.62,NA
Brad Boxberger,NA,pitcher,10133,65,4.37,1.35,0,4,74,-0.62,-1.7400000000000004,,-2.654708124987629,522.46,NA
Brad Wieck,CHC,pitcher,16390,55,4.1,1.31,1,3,69,-0.62,-1.7400000000000004,,-2.654708124987629,750.08,NA
Antonio Senzatela,COL,pitcher,15488,169,5.22,1.48,0,8,113,-0.63,-1.7600000000000005,,-2.6852220114817396,608.54,NA
Jarlín García,SFG,pitcher,18282,57.5,4.05,1.3,1,4,53,-0.65,-1.7900000000000005,,-2.7309928412229056,NA,NA
Miguel Castro,NYM,pitcher,15684,61.5,3.88,1.37,1,3,69,-0.66,-1.8000000000000005,,-2.746249784469961,NA,NA
Ryan Tepera,NA,pitcher,10291,63.5,4.1,1.29,0,3,69,-0.67,-1.8200000000000005,,-2.7767636709640717,576.69,NA
Erick Fedde,WSN,pitcher,17425,115,4.99,1.45,0,6,93,-0.68,-1.8500000000000005,,-2.822534500705238,578.23,NA
Joe Kelly,NA,pitcher,9761,58.5,3.63,1.31,0,3,63,-0.69,-1.8500000000000005,,-2.822534500705238,735.23,NA
Julian Merryweather,TOR,pitcher,16703,53,4.03,1.29,2,3,56,-0.69,-1.8500000000000005,,-2.822534500705238,621.31,NA
Grayson Rodriguez,BAL,pitcher,sa3008130,66.5,4.46,1.31,0,4,67,-0.7,-1.8900000000000006,drafted,-2.883562273693459,NA,1
Spencer Patton,TEX,pitcher,12361,62,4.37,1.38,3,3,64,-0.72,-1.9100000000000006,,-2.91407616018757,NA,NA
Tim Hill,SDP,pitcher,16814,58,3.8,1.31,0,4,54,-0.73,-1.9300000000000006,,-2.9445900466816806,NA,NA
Andrés Muñoz,SEA,pitcher,20373,45,3.57,1.28,2,2,61,-0.73,-1.9300000000000006,,-2.9445900466816806,603.23,NA
Caleb Smith,ARI,pitcher,14875,69.5,4.73,1.36,2,3,76,-0.75,-1.9700000000000006,,-3.0056178196699017,636.69,NA
Martín Pérez,NA,pitcher,6902,95.5,4.82,1.44,0,6,77,-0.75,-1.9700000000000006,,-3.0056178196699017,745.23,NA
Phil Maton,HOU,pitcher,18064,62.5,4.08,1.31,0,3,69,-0.75,-1.9800000000000004,,-3.020874762916957,734.77,NA
Sam Coonrod,PHI,pitcher,17264,57,3.98,1.31,1,3,61,-0.76,-1.9900000000000004,,-3.0361317061640123,NA,NA
Chris Martin,NA,pitcher,11847,57.5,4.04,1.23,1,3,51,-0.77,-2.0100000000000002,,-3.0666455926581224,NA,NA
Casey Sadler,SEA,pitcher,11209,58.5,3.8,1.26,0,3,57,-0.77,-2.0100000000000002,,-3.0666455926581224,741,NA
Josh Taylor,BOS,pitcher,17359,57,3.86,1.32,0,3,67,-0.78,-2.0200000000000005,,-3.0819025359051784,NA,NA
Clay Holmes,NYY,pitcher,13649,59,3.92,1.38,0,4,64,-0.78,-2.0200000000000005,,-3.0819025359051784,717.85,NA
Luis Cessa,CIN,pitcher,13345,67,4.45,1.36,3,3,60,-0.79,-2.0400000000000005,,-3.112416422399289,681.77,NA
Colin Poche,TBR,pitcher,19403,44.5,3.76,1.19,0,3,56,-0.82,-2.0900000000000003,,-3.188701138634565,NA,NA
Caleb Ferguson,LAD,pitcher,19349,42.5,3.48,1.22,0,3,55,-0.85,-2.1500000000000004,,-3.2802427981168973,NA,NA
Dominic Leone,SFG,pitcher,13763,60,4.11,1.34,1,3,63,-0.87,-2.2000000000000006,,-3.3565275143521744,750.31,NA
Jordan Lyles,NA,pitcher,7593,141,5.42,1.44,0,6,113,-0.88,-2.2000000000000006,,-3.3565275143521744,605.62,NA
Cody Morris,CLE,pitcher,sa3008653,57.5,4.07,1.27,0,3,61,-0.88,-2.2100000000000004,,-3.3717844575992295,NA,NA
Sammy Long,SFG,pitcher,25379,75.5,4.5,1.36,0,4,68,-0.9,-2.2500000000000004,,-3.432812230587451,NA,NA
Jay Jackson,ATL,pitcher,7432,54.5,4.07,1.3,0,3,65,-0.92,-2.2800000000000002,,-3.4785830603286167,NA,NA
Domingo Acevedo,OAK,pitcher,17092,57,4.13,1.25,0,3,58,-0.94,-2.3100000000000005,,-3.524353890069783,NA,NA
Brett Martin,TEX,pitcher,17369,62.5,3.99,1.35,2,3,51,-0.94,-2.3100000000000005,,-3.524353890069783,NA,NA
Austin Warren,LAA,pitcher,24937,58,4.26,1.42,2,4,56,-0.94,-2.3200000000000003,,-3.539610833316838,NA,NA
Justin Dunn,SEA,pitcher,19268,86,4.8,1.41,0,4,85,-0.94,-2.3300000000000005,,-3.554867776563894,585.23,NA
Mike Foltynewicz,NA,pitcher,10811,116,5.33,1.41,0,6,88,-0.95,-2.3400000000000003,,-3.570124719810949,NA,NA
Tony Watson,NA,pitcher,3132,59,4.19,1.29,0,4,51,-0.97,-2.3700000000000006,,-3.615895549552115,NA,NA
Ryan Thompson,TBR,pitcher,16647,52,3.71,1.25,0,3,51,-0.98,-2.3800000000000003,,-3.63115249279917,NA,NA
Dylan Coleman,KCR,pitcher,22276,53.5,3.84,1.31,0,3,60,-0.98,-2.3900000000000006,,-3.646409436046226,NA,NA
John King,TEX,pitcher,22051,56.5,3.95,1.31,0,4,49,-0.99,-2.4000000000000004,,-3.6616663792932806,NA,NA
Tony Santillan,CIN,pitcher,19926,60,4.61,1.38,2,3,68,-0.99,-2.4100000000000006,,-3.6769233225403366,NA,NA
Steven Okert,MIA,pitcher,13580,54,4.06,1.27,0,3,58,-1.01,-2.4500000000000006,,-3.7379510955285578,NA,NA
Carlos Martínez,NA,pitcher,11682,115.5,5.13,1.48,1,6,87,-1.05,-2.5200000000000005,,-3.844749698257945,742.23,NA
Garrett Richards,NA,pitcher,9784,95,4.83,1.45,0,5,80,-1.07,-2.5600000000000005,,-3.9057774712461666,732.62,NA
José Cisnero,DET,pitcher,6399,59,4.13,1.37,1,3,61,-1.07,-2.5600000000000005,,-3.9057774712461666,748.08,NA
José Quijada,LAA,pitcher,19200,54,4.1,1.34,0,3,65,-1.09,-2.5900000000000003,,-3.9515483009873322,NA,NA
Michael King,NYY,pitcher,19853,58,4.15,1.29,0,3,58,-1.09,-2.5900000000000003,,-3.9515483009873322,707.08,NA
Reynaldo López,CHW,pitcher,16400,61.5,4.4,1.29,0,3,62,-1.1,-2.6100000000000003,,-3.982062187481443,547.92,NA
Bailey Falter,PHI,pitcher,20070,58,4.26,1.26,0,3,56,-1.1,-2.6100000000000003,,-3.982062187481443,NA,NA
Anthony Misiewicz,SEA,pitcher,18152,56,4.07,1.28,0,3,55,-1.12,-2.6400000000000006,,-4.027833017222609,NA,NA
Edward Cabrera,MIA,pitcher,21690,58,4.11,1.34,0,3,63,-1.12,-2.6400000000000006,drafted,-4.027833017222609,NA,1
Daniel Norris,NA,pitcher,13475,57.5,4.05,1.32,0,3,59,-1.12,-2.6500000000000004,,-4.043089960469664,NA,NA
Zach Davies,NA,pitcher,13183,137,5.22,1.5,0,7,100,-1.13,-2.6700000000000004,,-4.073603846963775,713.62,NA
Zac Lowther,BAL,pitcher,20243,97.5,4.9,1.47,0,5,85,-1.15,-2.7000000000000006,,-4.1193746767049415,NA,NA
Wily Peralta,NA,pitcher,7738,114.5,4.91,1.49,0,6,84,-1.15,-2.7100000000000004,,-4.134631619951996,NA,NA
Tucker Davidson,ATL,pitcher,19871,72.5,4.45,1.42,0,4,68,-1.17,-2.7300000000000004,drafted,-4.165145506446107,588.77,1
Vince Velasquez,NA,pitcher,11189,82.5,5,1.41,0,4,83,-1.17,-2.7400000000000007,,-4.180402449693163,746.85,NA
Derek Holland,NA,pitcher,4141,59.5,4.27,1.33,0,3,62,-1.2,-2.7900000000000005,,-4.256687165928439,NA,NA
Jorge López,BAL,pitcher,14527,56.5,4.29,1.33,1,3,55,-1.21,-2.8100000000000005,,-4.2872010524225495,749.62,NA
A.J. Alexy,TEX,pitcher,22343,99,5.07,1.47,0,5,89,-1.23,-2.8500000000000005,,-4.3482288254107715,NA,NA
J.P. Feyereisen,TBR,pitcher,16610,57.5,4.38,1.41,2,3,59,-1.23,-2.8500000000000005,,-4.3482288254107715,699.69,NA
Robert Stephenson,COL,pitcher,13594,62.5,4.9,1.4,2,3,69,-1.24,-2.8700000000000006,,-4.378742711904882,641.31,NA
Brett Anderson,NA,pitcher,8223,95,4.7,1.44,0,6,55,-1.26,-2.9100000000000006,,-4.439770484893104,746.92,NA
Will Harris,WSN,pitcher,3192,53,4.22,1.33,1,3,52,-1.29,-2.9500000000000006,,-4.500798257881325,NA,NA
Jeff Hoffman,CIN,pitcher,17432,66.5,4.74,1.41,1,3,73,-1.3,-2.9700000000000006,,-4.531312144375435,NA,NA
Manuel Rodríguez,CHC,pitcher,20794,54,4.46,1.46,2,4,53,-1.3,-2.9800000000000004,,-4.5465690876224905,NA,NA
Kolby Allard,TEX,pitcher,18694,72,4.79,1.36,0,4,62,-1.32,-3.0100000000000007,,-4.592339917363657,733.69,NA
Luis Gil,NYY,pitcher,21052,67,4.56,1.42,0,3,77,-1.32,-3.0200000000000005,,-4.607596860610712,NA,NA
Roansy Contreras,PIT,pitcher,22810,59.5,4.28,1.31,0,3,55,-1.33,-3.0300000000000007,drafted,-4.622853803857767,NA,4
Jeurys Familia,NA,pitcher,5114,60.5,4.13,1.39,0,3,62,-1.34,-3.0600000000000005,,-4.668624633598933,745.46,NA
Sam Howard,PIT,pitcher,16265,56,4.29,1.39,0,3,66,-1.35,-3.0700000000000007,,-4.683881576845989,NA,NA
Joe Jiménez,DET,pitcher,15761,53,4.55,1.36,1,3,60,-1.35,-3.0700000000000007,,-4.683881576845989,NA,NA
Daniel Lynch,KCR,pitcher,21537,78.5,4.79,1.44,0,5,63,-1.38,-3.1100000000000003,drafted,-4.744909349834209,NA,NA
Darwinzon Hernandez,BOS,pitcher,19848,50.5,3.99,1.44,0,3,66,-1.38,-3.1100000000000003,,-4.744909349834209,NA,NA
J.B. Wendelken,ARI,pitcher,14506,59,4.5,1.41,2,3,56,-1.39,-3.1500000000000004,,-4.805937122822431,746,NA
Andrew Wantz,LAA,pitcher,24933,57.5,4.52,1.33,0,3,61,-1.4,-3.1600000000000006,,-4.821194066069487,NA,NA
Sean Doolittle,NA,pitcher,1581,52.5,4.59,1.31,1,3,53,-1.4,-3.1600000000000006,,-4.821194066069487,NA,NA
Adam Cimber,TOR,pitcher,15288,65,4.26,1.34,1,3,47,-1.4,-3.1600000000000006,,-4.821194066069487,NA,NA
Seranthony Domínguez,PHI,pitcher,19249,50.5,4.25,1.37,3,2,50,-1.41,-3.1700000000000004,,-4.836451009316542,745.54,NA
Dillon Tate,BAL,pitcher,17796,59.5,4.26,1.36,1,3,50,-1.44,-3.2300000000000004,,-4.927992668798874,742.38,NA
Chad Kuhl,NA,pitcher,14975,83,4.85,1.46,0,4,79,-1.44,-3.2300000000000004,,-4.927992668798874,NA,NA
Zack Littell,SFG,pitcher,15823,55,4.19,1.34,0,3,54,-1.46,-3.2600000000000007,,-4.97376349854004,NA,NA
Ryan Brasier,BOS,pitcher,5615,60,4.5,1.37,1,3,56,-1.46,-3.2600000000000007,,-4.97376349854004,NA,NA
Yusmeiro Petit,NA,pitcher,4020,71.5,4.95,1.32,1,4,47,-1.46,-3.2600000000000007,,-4.97376349854004,NA,NA
Drew Smith,NYM,pitcher,17755,57,4.39,1.33,0,3,56,-1.47,-3.2800000000000007,,-5.00427738503415,NA,NA
Nick Wittgren,CLE,pitcher,15594,54,4.41,1.3,0,3,53,-1.48,-3.3000000000000007,,-5.0347912715282614,NA,NA
Jesse Chavez,NA,pitcher,5448,54,4.27,1.31,0,3,51,-1.49,-3.3200000000000007,,-5.0653051580223725,NA,NA
Austin Voth,WSN,pitcher,15047,62.5,4.77,1.37,1,3,61,-1.49,-3.3200000000000007,,-5.0653051580223725,NA,NA
Archie Bradley,NA,pitcher,12918,59.5,4.54,1.42,1,4,51,-1.49,-3.3300000000000005,,-5.080562101269427,750.38,NA
Scott Effross,CHC,pitcher,18384,54.5,4.53,1.34,0,4,47,-1.53,-3.3900000000000006,,-5.172103760751759,NA,NA
Jakob Junis,NA,pitcher,13619,69,4.91,1.38,0,4,61,-1.53,-3.4000000000000004,,-5.187360703998814,NA,NA
Adam Morgan,NA,pitcher,12580,54,4.3,1.35,0,3,55,-1.54,-3.4100000000000006,,-5.20261764724587,NA,NA
Jacob Webb,ATL,pitcher,19274,53,4.54,1.38,0,4,52,-1.54,-3.4100000000000006,,-5.20261764724587,NA,NA
Kervin Castro,SFG,pitcher,21656,52.5,4.25,1.38,1,3,50,-1.54,-3.4200000000000004,,-5.217874590492925,NA,NA
Paul Fry,BAL,pitcher,15832,52,3.96,1.42,0,3,57,-1.55,-3.4200000000000004,,-5.217874590492925,NA,NA
Josh Fleming,TBR,pitcher,20418,56,4.19,1.35,0,4,40,-1.56,-3.4400000000000004,,-5.248388476987036,722.08,NA
Noé Ramirez,ARI,pitcher,12800,61,4.72,1.36,1,3,56,-1.56,-3.4500000000000006,,-5.263645420234091,750.62,NA
Bryse Wilson,PIT,pitcher,19990,108.5,5.17,1.43,0,5,75,-1.56,-3.4500000000000006,,-5.263645420234091,701.08,NA
Eli Morgan,CLE,pitcher,20203,70,4.94,1.33,0,3,64,-1.57,-3.4700000000000006,,-5.2941593067282025,NA,NA
Tyler Clippard,NA,pitcher,5640,54.5,4.8,1.32,1,3,51,-1.61,-3.5400000000000005,,-5.400957909457589,NA,NA
Joe Mantiply,ARI,pitcher,14857,56,4.34,1.4,1,3,51,-1.63,-3.5800000000000005,,-5.46198568244581,NA,NA
Austin Adams,SDP,pitcher,13801,47,3.99,1.35,0,2,59,-1.64,-3.6000000000000005,,-5.492499568939921,730.46,NA
Jeffrey Springs,TBR,pitcher,17677,36,3.58,1.21,0,2,45,-1.65,-3.6200000000000006,,-5.5230134554340315,NA,NA
Hirokazu Sawamura,BOS,pitcher,27515,54.5,4.25,1.43,0,3,60,-1.66,-3.6200000000000006,,-5.5230134554340315,NA,NA
Wandy Peralta,NYY,pitcher,14295,57,4.13,1.39,0,3,52,-1.66,-3.6300000000000003,,-5.538270398681087,NA,NA
Ryan Helsley,STL,pitcher,18138,55.5,4.32,1.39,0,3,56,-1.66,-3.6400000000000006,,-5.553527341928143,NA,NA
James Paxton,BOS,pitcher,11828,44,4.33,1.29,0,3,47,-1.67,-3.6500000000000004,,-5.568784285175198,675.23,NA
Kyle Funkhouser,DET,pitcher,19456,66,4.52,1.49,0,4,62,-1.71,-3.7200000000000006,,-5.675582887904586,NA,NA
Keegan Thompson,CHC,pitcher,19795,77,4.95,1.46,0,4,71,-1.71,-3.7300000000000004,,-5.69083983115164,NA,NA
José Leclerc,TEX,pitcher,14524,35,3.84,1.28,1,2,45,-1.72,-3.7400000000000007,,-5.706096774398696,720.38,NA
Patrick Murphy,WSN,pitcher,19712,55,4.33,1.39,0,3,54,-1.73,-3.7600000000000007,,-5.736610660892807,750,NA
Paolo Espino,WSN,pitcher,8246,75.5,5.2,1.38,0,4,62,-1.76,-3.8100000000000005,,-5.812895377128084,NA,NA
Wil Crowe,PIT,pitcher,19800,100,5.09,1.48,0,4,86,-1.76,-3.8100000000000005,,-5.812895377128084,691.54,NA
Ryan Sherriff,PHI,pitcher,12249,52.5,4.39,1.43,0,4,47,-1.78,-3.8500000000000005,,-5.873923150116305,NA,NA
Bryan Shaw,NA,pitcher,8110,69,4.7,1.47,0,4,61,-1.8,-3.8800000000000003,,-5.91969397985747,NA,NA
Dustin May,LAD,pitcher,19716,35,3.55,1.18,0,2,38,-1.8,-3.8800000000000003,,-5.91969397985747,686.92,NA
Hunter Strickland,NA,pitcher,7836,57.5,4.65,1.37,0,3,55,-1.81,-3.9100000000000006,,-5.965464809598637,NA,NA
Jesse Hahn,NA,pitcher,13287,43.5,4.31,1.42,1,3,47,-1.82,-3.9300000000000006,,-5.995978696092747,NA,NA
