playerid,Name,Team,position,PA,AB,R,HR,RBI,SB,AVG,marginal_total_points,dollar_value,auction_value,status,NFBC_ADP,salary
13066,Teoscar Hernández,TOR,of,600.2,547.8,85.87742278479878,31.79194949486365,97.0722235467851,10.007254765322546,0.2642,7.4758935732133605,25.31674504626725,38.62561423710687,drafted,33.31,7
13769,Adalberto Mondesi,KCR,ss,481.75,448.75,63.15446961375463,16.19070436415194,54.75687741500732,40.22267370524446,0.2435,7.278757184131846,24.649152382883038,37.60707189936653,drafted,50.31,14
14344,Matt Olson,OAK,1b,639,545,93.77586850302248,37.201489845127135,102.46191779428746,2.8022308581039854,0.2596,7.27407291788921,24.63328934617281,37.582869754285134,drafted,51.92,17
17929,Cedric Mullins,BAL,of,645,578.4,86.66391116279543,21.736450261702966,65.19983656308341,24.537196121716747,0.2574,7.168022070266085,24.274153378689906,37.03493804689884,drafted,34.08,9
17929,Cedric Mullins,BAL,of,645,578.4,86.66391116279543,21.736450261702966,65.19983656308341,24.537196121716747,0.2574,7.168022070266085,24.274153378689906,37.03493804689884,drafted,NA,9
15711,Tyler O'Neill,STL,of,567.4,509.4,82.20569430580126,32.78863539259154,86.69636690553774,12.043341424959255,0.2556,7.023315989211511,23.784113368779966,36.2872867849006,drafted,48.23,6
11737,Nick Castellanos,NA,of,635.75,577.75,90.6497713248113,30.311692772313773,94.89338292696502,3.0037250304441137,0.28075,6.818013561583087,23.088866818418165,35.2265530687425,drafted,NA,30
11737,Nick Castellanos,NA,of,635.75,577.75,90.6497713248113,30.311692772313773,94.89338292696502,3.0037250304441137,0.28075,6.818013561583087,23.088866818418165,35.2265530687425,drafted,67.08,30
9218,Paul Goldschmidt,STL,1b,648.6,566,93.217104922508,28.160130979996637,85.53535350210119,7.412941189443604,0.27540000000000003,6.817301203189156,23.086454451834275,35.222872534736354,drafted,61,31
12533,Marcus Semien,TEX,"2b, ss",663.4,590,94.5663828627177,29.12784439234217,81.26820766903512,10.987605718223623,0.2582,6.7924287621380985,23.002225156352576,35.09436437664598,drafted,40.54,29
12916,Francisco Lindor,NYM,ss,629.2,556.4,88.82711909986331,25.584349044304684,83.00141935624539,14.67848758772577,0.256,6.788560320892139,22.989124870775832,35.07437734528952,drafted,47.08,32
12916,Francisco Lindor,NYM,ss,629.2,556.4,88.82711909986331,25.584349044304684,83.00141935624539,14.67848758772577,0.256,6.788560320892139,22.989124870775832,35.07437734528952,drafted,47.08,32
5417,Jose Altuve,HOU,2b,637.8,569.4,100.95176426862629,24.195109848833035,78.88893659007014,8.42383845139034,0.2778,6.6487704077902725,22.515733221285213,34.352126392298686,drafted,81.62,26
13152,Jorge Polanco,MIN,"2b, ss",647.5,586.25,89.23942665343725,25.74764231207999,84.45648463039123,9.987591131977798,0.26975000000000005,6.581544199394845,22.28807498060714,34.00478950652371,drafted,78.38,20
11477,Christian Yelich,MIL,of,593.4,500.4,88.22503458523977,23.24124355837427,76.83089130986706,14.717349618741906,0.26480000000000004,6.542635876286096,22.156313862464497,33.80376231635662,drafted,100.92,26
12161,Xander Bogaerts,BOS,ss,628.6,557,88.02039204656636,24.36803073185978,88.04926351147469,6.222878611656172,0.2818,6.331253037311391,21.44047629882479,32.711613008100485,drafted,48.31,29
19290,Randy Arozarena,TBR,of,603.6,529.4,84.27306372507277,21.364931831377437,73.14839488601012,18.640729564505218,0.2542,6.305171445232718,21.35215227299564,32.5768575431578,drafted,58.54,6
12856,George Springer,TOR,of,577.8,502.4,93.64766490558324,31.033427021950413,81.10050937297854,5.80856930521728,0.2632,6.27299970433286,21.243204258409847,32.410636175616325,drafted,74,32
12979,Javier Báez,DET,ss,588.5,547.75,76.81528505539447,26.506315588679538,81.00710932856259,14.778937218719337,0.2535,6.254640139991758,21.181030498840872,32.315778023496335,drafted,59.69,26
14161,Byron Buxton,MIN,of,481,442.8,74.1995557439451,26.184405899226253,72.0981899216305,14.994664895822185,0.2676,6.235909014905364,21.11759846712481,32.2190001327026,drafted,52.46,31
14566,Franmil Reyes,CLE,"dh, of",593.2,530.2,79.96446914890409,35.509131756202336,98.79197020284174,2.6220949176448918,0.2532,6.1324729606450425,20.76731736846347,31.68457824842337,drafted,136.77,14
23667,Wander Franco,TBR,ss,603.2,548,85.13844144559772,17.392861499085136,80.71524386705684,8.805966620147892,0.29,5.838654335890923,19.772315080121956,30.166508904031705,drafted,NA,14
18882,Brandon Lowe,TBR,2b,597.4,522.2,86.61791882180817,31.05716723139208,88.98785333250251,6.018815897848534,0.2464,5.809189582966603,19.67253414686883,30.01427370045359,drafted,78.23,10
19470,Tommy Edman,STL,2b,630.2,580,81.58148000335767,12.386259867803803,58.22126141727954,22.933699354433173,0.26980000000000004,5.799605624487266,19.640078543939335,29.96475637125916,drafted,80.69,19
15676,José Abreu,CHW,1b,636.8,567.4,84.3630491017502,29.580616007079037,98.52495261712649,1.0004491852646618,0.2636,5.738005176189817,19.431471662499746,29.64648603615226,drafted,92.31,26
18360,Austin Riley,ATL,3b,617,555.2,83.89228568605427,30.807753976429616,92.81893998442426,0.3900802261213055,0.2706,5.737515988862707,19.42981505373198,29.64395855755702,drafted,63.85,10
6184,J.D. Martinez,BOS,"dh, of",623.5,555.5,84.2258605996533,29.20698226900185,92.46390340352868,0.7518538573756941,0.27275000000000005,5.6937572151172144,19.28162812362086,29.41787059929095,drafted,93.54,28
7304,Salvador Perez,KCR,catcher,590.6,548.4,75.33463028936005,33.59888552385347,98.00449617785145,0.8010554954877207,0.26,5.637264420291991,29.090318058872732,44.382933166301015,drafted,38,13
4949,Giancarlo Stanton,NYY,"dh, of",571.25,499.5,77.45383095210141,34.67894614500469,92.82512338777833,0.7553281783915504,0.25925,5.577178659986236,18.886840593647424,28.815545505345963,drafted,112.31,33
21523,Jonathan India,CIN,2b,636,544.6,94.24058904515552,22.186946912825327,71.21909663044426,10.78001728015493,0.2582,5.5483271590086956,18.78913640788056,28.666478783621482,drafted,NA,6
13624,Corey Seager,TEX,ss,573,507.2,82.94781985511918,24.582389143634686,82.36621444271246,2.5798970619572987,0.2878,5.5061295119777105,18.646236156429197,28.448456680983146,drafted,84.85,24
19326,Bryan Reynolds,PIT,of,631.6,554,84.03480856581866,22.40128510833908,83.60103989053704,4.384124547676983,0.2826,5.487588601668809,18.583448277680084,28.352661570715323,drafted,94.85,14
14128,Joey Gallo,NYY,of,587.4,481.6,89.13322109400514,38.079020090258574,93.7708456900328,5.052357655956948,0.20859999999999998,5.441997085584497,18.429054855987324,28.11710440346681,drafted,194,25
sa3011225,Bobby Witt Jr.,KCR,ss,548,499.25,67.02218822944015,21.002068022983057,68.06789614828827,17.94196253893177,0.25925,5.411715472785619,18.326507667037784,27.960648739271996,drafted,NA,1
17678,Alex Bregman,HOU,3b,603,510.8,89.32047357265348,24.20465179633576,87.15067063726123,3.2294601908134553,0.2692,5.406008956195033,18.30718282991814,27.931164944952695,drafted,97.92,22
13301,Max Muncy,LAD,"1b, 2b",549.2,457.8,87.29892542439568,30.491966642646837,89.65505002929116,2.2079168361640873,0.2524,5.3809913732866095,18.222462018691534,27.801906884079813,drafted,166,19
9777,Nolan Arenado,STL,3b,631.8,567.8,80.44502999905438,28.97881269670737,93.21684361829173,2.001797048207742,0.2612,5.365863843931072,18.171233386271414,27.72374765033401,drafted,82.23,25
14274,Mitch Haniger,SEA,of,635.5,563.75,87.59603422695184,31.520003654144652,87.87924605142472,2.510719050767637,0.2475,5.309671782097778,17.98094173897525,27.433420764015384,drafted,126.77,17
15998,Cody Bellinger,LAD,of,555,486.4,78.80833177957562,26.43498849380438,84.39034942740058,9.452092299435236,0.24359999999999998,5.263713797552227,17.825307289904313,27.195970168339183,drafted,97.92,17
11739,J.T. Realmuto,PHI,catcher,579.5,517.75,76.06974868879708,21.987292968895296,78.12409503905805,11.00287095342386,0.26125,5.2488895969338225,27.775105865299253,42.37632138678244,drafted,51.85,24
15672,Austin Meadows,TBR,"dh, of",591,522,78.00707696196133,27.006015417667133,87.54516618223177,6.999064830026539,0.24875,5.204234608141665,17.623883947113388,26.888659717379852,drafted,160.15,16
17484,Eloy Jiménez,CHW,of,568.2,523.2,73.92984568565946,29.669393769144225,89.89729965793997,0.5718031430934657,0.272,5.166126030350016,17.494831127062028,26.691764562240248,drafted,74.77,12
18607,Jared Walsh,LAA,1b,595.8,535.2,79.37100903619564,28.780302654544727,92.26135314718843,1.7851269942078696,0.2592,5.155976472264848,17.46046014894977,26.6393249559998,drafted,126.62,22
18314,Dansby Swanson,ATL,ss,638,573.5,82.25370765444187,24.291653837526706,77.10773965387173,9.754453991057503,0.25125,5.155697342046017,17.459514888223993,26.637882777075113,drafted,116.85,15
13613,Ketel Marte,ARI,"2b, of, ss",606.8,549.2,82.20866005498944,20.162764271495536,75.04413209129477,5.222939620216451,0.28859999999999997,5.135629703667013,17.391556820128656,26.534199538264104,drafted,87.08,16
20454,Jazz Chisholm Jr.,MIA,"2b, ss",552,499.6,71.99867869195137,20.9845218052755,62.12434918020443,20.83520229541714,0.2378,5.093977814976444,17.250504752392843,26.318997199031593,drafted,NA,6
20454,Jazz Chisholm Jr.,MIA,"2b, ss",552,499.6,71.99867869195137,20.9845218052755,62.12434918020443,20.83520229541714,0.2378,5.093977814976444,17.250504752392843,26.318997199031593,drafted,NA,6
16472,Rhys Hoskins,PHI,"1b, of",571,484.2,85.27569108282923,31.784240297088473,85.98864719988241,3.2142332499862785,0.242,5.091850510517655,17.24330074071296,26.308006079296486,drafted,137.46,31
18373,Ryan Mountcastle,BAL,"1b, of",610.8,560.6,76.80683347050667,28.030889950812917,86.9085460265736,3.7933521073933076,0.2594,5.073443546518138,17.180966464537427,26.212903027900847,drafted,113.62,8
13145,Josh Bell,WSN,1b,596.4,519.6,81.02305111322069,26.954624316258563,92.94821038900814,0.5940870019329709,0.26380000000000003,5.013896854329868,16.97931452691748,25.90524381110822,drafted,128.54,17
16478,Kyle Schwarber,NA,of,553,470.75,79.03594604770493,32.52157991710757,83.95355690165943,2.4890342988294827,0.24625,4.858697909479471,16.453740951030102,25.103379189161654,drafted,130.85,33
16478,Kyle Schwarber,NA,of,553,470.75,79.03594604770493,32.52157991710757,83.95355690165943,2.4890342988294827,0.24625,4.858697909479471,16.453740951030102,25.103379189161654,drafted,130.85,33
14162,Carlos Correa,NA,ss,599.6,525.4,80.92615073255149,24.953285646609203,84.17782491399105,1.0019308863073069,0.2736,4.804980032389379,16.27182800839681,24.825835644995557,drafted,106.46,25
5235,Justin Turner,LAD,3b,563.6,494.8,79.5746863321675,22.83539999300444,82.94087049819592,2.3901419483008035,0.2756,4.762887545077779,16.129283875151078,24.608356869882474,drafted,169.38,16
16997,Gleyber Torres,NYY,"2b, ss",590.25,522.75,73.69102598271033,20.73301871322882,71.64507606725941,10.950221777500486,0.262,4.748892846995892,16.081891519993952,24.536050622584817,drafted,143.54,14
12546,C.J. Cron,COL,1b,550.2,484.2,72.66541797423969,28.237316450984657,85.9267001120269,1.1911405415293743,0.2652,4.656434524046155,15.768785967246254,24.058347257723867,drafted,129.31,8
15518,Amed Rosario,CLE,ss,594.4,555.6,73.99956153599383,12.786377361496744,63.63386206956424,14.601943078228276,0.276,4.6202515515593605,15.646254114633145,23.87140110559639,drafted,143.38,15
15518,Amed Rosario,CLE,ss,594.4,555.6,73.99956153599383,12.786377361496744,63.63386206956424,14.601943078228276,0.276,4.6202515515593605,15.646254114633145,23.87140110559639,drafted,143.38,15
18564,Trent Grisham,SDP,of,591.6,513,80.73109715657661,18.788216661778307,65.66443625621709,14.7979802716789,0.2448,4.603490670708837,15.589494217894648,23.784802853271593,drafted,124.62,8
15429,Kris Bryant,NA,"3b, of",594.5,514.75,82.02914738546043,23.008175486165737,72.99640872495411,6.7492939836052885,0.25775000000000003,4.552048362306669,15.41528737644421,23.519016463945785,drafted,105,26
4314,Joey Votto,CIN,1b,581.5,493.75,78.2518569243583,28.786750535924206,84.5454041327439,1.478904994928188,0.25375000000000003,4.536395080069103,15.362278307807165,23.43814082876832,drafted,147,9
5933,Jean Segura,PHI,"2b, ss",592.2,540.6,77.40941694044491,14.815209949924563,65.87716883133224,10.221396231272227,0.281,4.52411912759057,15.320706399906724,23.374714804817433,drafted,180.08,10
13590,Jesse Winker,CIN,of,537.8,463.8,79.11568238872762,23.86241970648431,72.54825718721797,1.379141256299035,0.2832,4.488697347535426,15.200752287938867,23.19170149696298,drafted,112.31,11
2434,Nelson Cruz,NA,"dh, of",545,486.4,71.74590972057831,28.785176271513365,83.19695269324401,1.406368891577603,0.26080000000000003,4.445046124001285,15.052929571316582,22.966169217149808,drafted,194.38,15
17901,Andrew Benintendi,KCR,of,568.6,508.8,72.15152126904447,17.063252996743962,68.88685280831216,11.192360692815486,0.2682,4.417613534789377,14.960030460295885,22.82443357069534,drafted,178.77,15
15464,Hunter Renfroe,MIL,of,546.4,493.8,73.64599219526914,31.593392728742486,85.40176701383118,2.6065835233323535,0.2396,4.401397058580578,14.905114163039054,22.74064808763675,drafted,165.31,8
19287,Adolis García,TEX,of,581.6,541.8,68.83355061093671,25.798154619188153,77.77986131721842,11.784816407104966,0.2286,4.381189170067765,14.836681144779488,22.63624022005566,drafted,180.62,12
10950,Adam Duvall,ATL,of,552.4,502,71.42874717076995,32.94754753532225,91.80743635293513,2.6112258983263983,0.2288,4.37758245852273,14.82446719393243,22.617605464566072,drafted,236.62,6
14221,Jorge Soler,NA,"dh, of",586.2,509,77.77458391628421,31.629252680540386,86.67021128689977,1.0015335541091979,0.239,4.341141249881585,14.701060837312887,22.42932508663905,drafted,203.15,14
17620,Myles Straw,CLE,of,563.8,500.6,69.91113589394196,4.2137247552287,42.96078713580018,26.755102376059263,0.266,4.274434594324068,14.47516203670798,22.084672568598357,drafted,113.62,11
17919,Ian Happ,CHC,of,572,493.75,72.67801812037409,25.945002904459372,74.81928681333598,8.530920212761783,0.2395,4.2536826420187035,14.404886573235675,21.97745369281261,drafted,187.46,9
13757,Chris Taylor,LAD,"of, ss",560.2,492.6,77.41589982557431,19.254250940662743,72.97429302771204,9.833900695379532,0.25,4.204743704802682,14.23915727489833,21.724601442901893,drafted,133.77,10
5760,Avisaíl García,MIA,of,561.6,507.6,68.94798605120147,21.617805964862868,71.79286943351009,8.191411803004495,0.2616,4.195493775340212,14.207832844767816,21.676809937627134,drafted,164.23,17
22168,Akil Baddoo,DET,of,555.4,493,70.73906292697556,15.831421607162003,58.225658542162414,18.69488300150522,0.24380000000000002,4.163834647552829,14.10062076921711,21.51323708241952,drafted,NA,14
3473,Anthony Rizzo,NA,1b,583.4,499,74.94176394703506,23.200351444668982,75.41839881298007,5.6075582649231785,0.2562,4.157619308568459,14.079572830144354,21.481124361229465,drafted,184.85,18
15986,Willy Adames,MIL,ss,591.8,528.4,76.79534429163107,23.589824051226465,73.42432833800481,5.985670478814069,0.2532,4.146059379713347,14.040425700946784,21.42139780838422,drafted,125.31,10
9874,DJ LeMahieu,NYY,"1b, 2b, 3b",656.6,586.6,91.48066661447687,13.759183096034256,64.9708036762663,4.780770630481161,0.2818,4.061354536242908,13.753576924232146,20.98375425770197,drafted,121.15,17
12155,Eddie Rosario,NA,of,516.2,479.4,62.99894429224924,21.363967044975624,72.74992606647868,8.007258836971891,0.2636,4.011116604872246,13.583448646226678,20.724190509477104,drafted,164.54,16
17027,Alex Verdugo,BOS,of,599.8,541,81.00167679796104,14.585528140495915,65.52414759231398,5.819225487462185,0.2842,4.010897756877843,13.58270752828219,20.72305979003526,drafted,163.69,17
15149,Trey Mancini,BAL,"1b, dh, of",618.8,554.8,79.7709047014967,24.144332749604956,79.85251601021054,0.3876628504621357,0.2622,3.992745374648291,13.521235380720514,20.62927208337295,drafted,194.54,16
10324,Marcell Ozuna,ATL,of,519.75,463,68.14752460893357,24.544436968417298,77.93304622910843,2.8198336108963304,0.265,3.98414524412329,13.492111462658572,20.58483788687266,drafted,195.69,15
18036,Jake Cronenworth,SDP,2b,601.2,536.2,78.4565165355087,15.754121484596814,69.95097263100712,6.81143842464899,0.27180000000000004,3.9747309673534392,13.460230478473445,20.536197250235382,drafted,126.92,15
19197,Will Smith (C),LAD,catcher,493.2,421.4,71.81153491324034,25.743748263815867,79.42784916110826,2.4159400004244187,0.255,3.920554815344636,23.276765610419496,35.513229189317954,drafted,64.15,11
19197,Will Smith (C),LAD,catcher,493.2,421.4,71.81153491324034,25.743748263815867,79.42784916110826,2.4159400004244187,0.255,3.920554815344636,23.276765610419496,35.513229189317954,drafted,67.15,11
19197,Will Smith (C),LAD,catcher,493.2,421.4,71.81153491324034,25.743748263815867,79.42784916110826,2.4159400004244187,0.255,3.920554815344636,23.276765610419496,35.513229189317954,drafted,64.15,11
19197,Will Smith (C),LAD,catcher,493.2,421.4,71.81153491324034,25.743748263815867,79.42784916110826,2.4159400004244187,0.255,3.920554815344636,23.276765610419496,35.513229189317954,drafted,67.15,11
15112,Ryan McMahon,COL,"2b, 3b",573.4,510.6,72.77878198530074,22.994324358488182,78.01426741547333,4.799359902727366,0.2526,3.9088455752794147,13.237112846169527,20.19578794488756,drafted,164,14
9256,AJ Pollock,LAD,of,457,416.4,62.30586070358532,21.07500210608117,70.7371603517623,7.530414778387928,0.2666,3.886613872152439,13.161826279487169,20.08092365737372,drafted,NA,13
9256,AJ Pollock,LAD,of,457,416.4,62.30586070358532,21.07500210608117,70.7371603517623,7.530414778387928,0.2666,3.886613872152439,13.161826279487169,20.08092365737372,drafted,211.46,13
19363,Austin Hays,BAL,of,561.2,518,72.07180148178524,22.052058562658157,72.24448749461094,6.405189196650356,0.2554,3.882798335804047,13.148905153737985,20.061209969149385,drafted,227.85,12
12164,Miguel Sanó,MIN,"1b, 3b",557.6,487,77.6208046976694,31.716847988467055,84.7019405768058,1.1650627315236535,0.2256,3.8302243594867766,12.97086597468093,19.7895766040868,drafted,254.69,11
19238,Lourdes Gurriel Jr.,TOR,of,544.75,503,66.98918205718228,21.99898518548802,75.5307918535965,3.4948953579731254,0.269,3.802391476874641,12.876611289793642,19.645772766277357,drafted,142.54,17
2967,Tommy Pham,NA,of,528,452.6,69.20750729762608,16.40296353877956,57.0153388466997,14.61026196482941,0.2538,3.7787358582131096,12.796502703348331,19.523551550577565,drafted,243.31,11
12861,Anthony Rendon,LAA,3b,548.6,470,74.4358809412498,20.384803054386786,77.86478055165966,1.8302055165965407,0.2696,3.772914691926333,12.776789610684425,19.49347539697785,drafted,115.15,18
17232,Yoán Moncada,CHW,3b,626.25,543,80.49553346216847,19.99435171100293,71.44982936318038,4.759669886338379,0.25675000000000003,3.7345016627999046,12.646705781196385,19.295007236591985,drafted,156.62,17
12532,Kolten Wong,MIL,2b,564.4,501.2,74.00666546560912,12.6265783644815,54.63308015299835,14.20898130370124,0.26380000000000003,3.7275772943112164,12.623256748660307,19.259231180731856,drafted,172.62,11
17128,Ramón Laureano,OAK,of,500.2,443.4,67.12824664712201,19.04878947172889,60.46971888450076,12.659909741154427,0.2494,3.6657513540956765,12.41388624995619,18.939795799098217,drafted,229.38,13
14350,Raimel Tapia,COL,of,535.5,490.75,68.65541587241235,6.110242237249153,46.62901527957674,18.034203186795068,0.2785,3.5816781584229513,12.129176517370144,18.505415775903256,drafted,253.92,6
12144,Max Kepler,MIN,of,546.5,475,74.78627860407808,24.003953909804828,68.53308225515705,7.514667446579216,0.23625000000000002,3.571993639511551,12.096380371494796,18.455378882269024,drafted,275.38,11
7859,Charlie Blackmon,COL,of,562.75,502.5,74.34531845542598,16.959479090846415,71.91472276529917,2.748188862198844,0.27775000000000005,3.562160549664316,12.063081097469352,18.40457436887159,drafted,238.77,11
20126,Dylan Carlson,STL,of,623.75,550,77.48918314554923,19.247834877392528,71.7399433908661,4.753552482724882,0.25675000000000003,3.545712058727068,12.007379093772267,18.31959013795622,drafted,176.62,6
5038,Josh Donaldson,MIN,3b,559.75,472.5,77.05602771048382,26.91838968471315,75.67689505652693,1.0042561968962853,0.24575,3.545231370149352,12.005751265600356,18.317106569752738,drafted,207.31,14
10472,Enrique Hernández,BOS,"2b, of",588.75,518.75,79.76737855884639,23.297562690218097,71.44071245444016,2.233524776821935,0.2535,3.537988554207217,11.981223826461697,18.279685195059326,drafted,225.85,8
10472,Enrique Hernández,BOS,"2b, of",588.75,518.75,79.76737855884639,23.297562690218097,71.44071245444016,2.233524776821935,0.2535,3.537988554207217,11.981223826461697,18.279685195059326,drafted,NA,8
16505,Matt Chapman,OAK,3b,613.8,531,80.90537114534145,28.613980112857046,80.86647002926262,2.3950643074860523,0.222,3.534997383381987,11.971094373917923,18.264230746800916,drafted,188.62,17
15351,Frank Schwindel,CHC,1b,545,508.2,70.6523732638164,22.450277272344437,74.97173182474195,2.003907446946897,0.2626,3.5101583046820712,11.886978058393698,18.135894961590466,drafted,NA,11
22558,Jarred Kelenic,SEA,of,536,480,65.83541436816913,21.405864051313557,68.24743889244635,12.009268690049442,0.2318,3.509801252557872,11.88576891897671,18.13405018444419,drafted,NA,6
16376,Michael Conforto,NA,of,575.75,490.75,73.68207954451032,22.19805989571189,74.54881590580727,3.0060169301514077,0.25425,3.4663310935426983,11.738559368421965,17.909453408620365,drafted,197.62,16
11265,Jonathan Schoop,DET,"1b, 2b",606.75,560.75,73.22346068999181,21.9962821121501,74.49951612686752,1.746543075745012,0.2615,3.462661721574298,11.72613322114015,17.890494906234544,drafted,201.31,13
19566,Nathaniel Lowe,TEX,1b,600.6,520.4,74.74911302981468,19.948109585779076,71.92263589712145,4.348419595287717,0.257,3.4626529914415602,11.726103656976004,17.890449800357093,drafted,NA,11
10047,Wil Myers,SDP,of,546.6,485,66.30243385785991,19.80563475471888,68.11473217301885,10.338477934600514,0.2408,3.3791521735018653,11.443332253366338,17.459027074680805,drafted,273.85,10
14551,Anthony Santander,BAL,of,557.4,516.6,68.27748267065549,24.457106101486215,75.5876288261549,2.2019601480858935,0.2502,3.272886380275353,11.083468383193747,16.909984810291913,drafted,267.69,11
19966,Bobby Dalbec,BOS,1b,516,460.75,65.6583183287878,28.48843842161835,76.26817482613399,2.9906272182364932,0.235,3.2507078353541243,11.008361834154607,16.79539517467468,drafted,224.69,8
18577,Ke'Bryan Hayes,PIT,3b,578.4,522,71.23236352438417,13.704252035719033,58.8991822670145,10.81042547088421,0.2604,3.248281078171961,11.000143740589154,16.78285687596197,drafted,129.92,16
12552,Eugenio Suárez,CIN,3b,516.6,452.2,68.16299414452185,29.17932757919429,79.11588304079577,1.4022621188994286,0.23299999999999998,3.221963024024622,10.911018947621344,16.646879685140426,drafted,205.54,12
17982,Ty France,SEA,1b,583.2,517.4,72.31533481275025,18.668802584847487,73.91390114429484,0.36114570552147246,0.2716,3.154086818440006,10.68115952350502,16.296184466286068,drafted,150.62,11
5254,Robbie Grossman,DET,of,584.6,495.4,72.00823053063863,15.807711089480415,56.78700239738775,13.407844924277152,0.23879999999999998,3.109097953152286,10.52880694902602,16.06374100804918,drafted,171.31,13
